nome_cliente;date;alunos_ativos;total_em_recibo_venda;total_em_recebiveis;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia;total_conta_pagar
Cross Let's Wod Americana;2021/02;0;0;16280;2438;13439;0
Bodytrend;2021/02;0;0;1457;254;0;0
Extremo vigor academia;2021/02;0;0;2893;706;0;570
ATP ENERGY ACADEMIA;2021/02;0;0;13590;2618;9444;18077
Fort Cross;2021/02;0;0;7669;3662;0;22649
Academia Vita FIT;2021/02;0;0;5110;1430;3680;8686
HI Power Fitness Center;2021/02;0;0;10624;7153;1076;10544
Crossfit 79;2021/02;0;0;26761;1796;21061;0
Tubarão CrossFit;2021/02;0;0;11222;9983;412;15228
Crossfit Invictus MG;2021/02;0;0;10994;9975;0;0
RIP HUMAN PERFORMANCE - ÁGUA VERDE;2021/02;0;0;14167;2954;11015;0
STUDIO ÃNANDDA;2021/02;0;0;9058;1563;6232;27744
CrossFit Guepardo;2021/02;0;0;36714;23411;12252;57269
Academia Vibe;2021/02;0;0;7964;232;4929;0
32 PHD SPORTS - JARDIM DA AMERICAS;2021/02;0;0;12303;1070;9774;926
Musculação Estivadores;2021/02;0;0;20283;12267;5229;0
CrossTx;2021/02;0;0;950;0;0;0
CROSSFIT LP;2021/02;0;0;5954;4994;277;10504
OverFit;2021/02;0;0;18896;11883;3071;7395
Crossfit Caçadores;2021/02;0;0;3839;0;0;0
SER ATIVO - STUDIO E ASSESSORIA ESPORTIVA;2021/02;0;0;3757;0;3516;0
26 PHD SPORTS - Boqueirão 2647;2021/02;0;0;16171;1423;13328;0
Mangata Crossfit;2021/02;0;0;19229;18608;0;0
Arbo Crossfit;2021/02;0;0;45587;3366;41076;0
Muscle Room;2021/02;0;0;7437;6734;702;150
Yoga OM;2021/02;0;0;4641;269;2631;0
Eiger Crossfit;2021/02;0;0;6060;2050;3060;14482
Pilates OldSchool;2021/02;0;0;0;0;0;3756
Brolex Body Studio;2021/02;0;0;41680;29634;0;23030
Academia Force Fit;2021/02;0;0;3764;918;1114;7983
ACADEMIA DUQUE DE CAXIAS;2021/02;0;0;0;0;0;0
Studio Gil Pilates;2021/02;0;0;1647;1299;0;0
CROSSFIT CRISTO REI;2021/02;0;0;10603;10603;0;0
CARDIO FITNESS TREINAMENTO FUNCIONAL;2021/02;0;0;140;0;0;0
Acqua life baby&kids;2021/02;0;0;34137;2750;28995;16638
Personal Diogo Machado;2021/02;0;0;0;0;0;0
Studio Evolution Fitness;2021/02;0;0;28223;14314;0;12346
Condá CrossFit;2021/02;0;0;37037;7445;21740;16041
Prime Fit;2021/02;0;0;11321;7085;697;1136
Baby Gym Bento;2021/02;0;0;2225;0;1252;0
cosenza team;2021/02;0;0;2358;1448;0;0
Crossfit Beach 787;2021/02;0;0;26947;3101;19648;1647
Rizerva Zen;2021/02;0;0;12299;4838;0;9680
Reino CrossFit;2021/02;0;0;7039;313;2140;21884
Espaço One;2021/02;0;0;3928;0;0;10741
5FTraining;2021/02;0;0;8514;909;5356;17600
Fisiform;2021/02;0;0;39780;22569;2455;0
Academia Mahatma;2021/02;0;0;31903;27503;0;310
PRIME SHAPE;2021/02;0;0;8625;5976;0;0
Corpus Cristo Rei;2021/02;0;0;22109;12173;8373;0
ACADEMIA MC SPORTS;2021/02;0;0;55576;43767;0;42277
Happiness Academia em Movimento;2021/02;0;0;18314;9864;7121;12978
CF Blackfoxx;2021/02;0;0;4988;1257;2385;0
Crossfit Locomotiva;2021/02;0;0;9388;7605;0;0
ACADEMIA LIFE FITNESS;2021/02;0;0;11955;4136;2983;0
ACADEMIA SKY BLUE;2021/02;0;0;15206;4595;8224;700
Crossfit High Pulse - Matriz;2021/02;0;0;16930;13736;1852;0
ESTÚDIO PERSONALE;2021/02;0;0;27738;13626;0;5399
CROSSFIT SCAR;2021/02;0;0;22977;8294;10380;0
Studio Rafael Alvares metodologia de treinamento fisico;2021/02;0;0;2450;0;0;2369
05 PHD SPORTS - PORTÃO 2983;2021/02;0;0;31490;9132;20814;14570
STUDIO LABFIT;2021/02;0;0;1290;0;31;1378
Crossfit IG;2021/02;0;0;35657;26540;0;0
ESYSP Estudio de Yoga São Paulo;2021/02;0;0;5475;1252;3652;122
King of Kings CrossFit;2021/02;0;0;1850;;;0
Infante Crossfit;2021/02;0;0;14352;0;12280;0
Pilates Equipe Atlética;2021/02;0;0;2510;;;0
ESTIVADORES FRG;2021/02;0;0;12090;1344;9460;0
Dynamo 1;2021/02;0;0;76357;5265;66380;162692
Go fit Academia;2021/02;0;0;14017;7218;6799;380
UM CrossFit;2021/02;0;0;7131;2393;3338;5612
Academia Reset;2021/02;0;0;7839;0;0;7481
Box Cross C3;2021/02;0;0;4807;3458;0;0
MET Treinamento Físico Funcional;2021/02;0;0;2934;2583;0;0
Carpe Diem Studio;2021/02;0;0;0;;;0
Milhas Assessoria Esportiva;2021/02;0;0;29002;21126;5023;0
CROSSFIT MARINGA;2021/02;0;0;20747;10425;5441;1666
FONTOURA PERSONAL;2021/02;0;0;920;0;0;1620
Crossfit 828;2021/02;0;0;10409;1481;5466;23967
Studio Wings pole aerials dance;2021/02;0;0;6741;926;4172;11223
Champions Box;2021/02;0;0;7161;2561;3266;0
Personal Place;2021/02;0;0;27409;13558;11643;711
Crossfit High Pulse - Linha Verde;2021/02;0;0;24446;23646;0;9531
Crossfit High Pulse - Maestro;2021/02;0;0;17076;7928;8244;0
Red Dança e Comportamento;2021/02;0;0;1145;0;778;2893
Eleven Fit;2021/02;0;0;16571;5052;10305;188931
CFT OLYMPUS;2021/02;0;0;4184;3422;491;0
UNIDADE 2 ALMIRANTE;2021/02;0;0;14590;11175;2536;0
ESTUDIO MAIS PILATES;2021/02;0;0;1242;1242;0;0
Top Fit Saúde e Performance;2021/02;0;0;970;0;0;0
Touros Fit;2021/02;0;0;4488;0;4153;0
Cross Health Treinamento Especializado;2021/02;0;0;5118;2427;0;0
Hatha Vinyasa Yoga por Camila Reitz;2021/02;0;0;18197;3290;13877;3304
P1 Fitness Center;2021/02;0;0;49763;11578;26942;23821
CrossFit Congonhas;2021/02;0;0;5959;0;0;0
Marhaba Dança;2021/02;0;0;4111;0;3416;5723
Crossfit High Pulse - Araucária;2021/02;0;0;11178;2436;7598;0
Crossfit High Pulse - Alphaville;2021/02;0;0;11485;4720;4707;0
Hora Fitness;2021/02;0;0;10839;5586;0;0
Brooklyn Functional GYM;2021/02;0;0;3336;;;17719
NAXOS TRAINING;2021/02;0;0;4573;3709;0;0
Brutu´s Cross training;2021/02;0;0;888;0;0;0
HEAD COACH;2021/02;0;0;4670;;;5483
Fisioprev personal;2021/02;0;0;233;0;233;12153
Crossfit Iracema;2021/02;0;0;23005;21783;0;15351
Crossfit High Pulse - Guarapuava;2021/02;0;0;22560;6685;11180;21448
CrossFit Selvagem;2021/02;0;0;0;;;0
ASSOCIAÇÃO ATLÉTICA COOPAVEL;2021/02;0;0;2667;0;0;0
Crossfit estrada Real;2021/02;0;0;3262;1434;0;0
Roma Academia;2021/02;0;0;1125;428;0;1302
Crossfit Osasco;2021/02;0;0;13755;0;10343;0
AdarshaYoga;2021/02;0;0;2158;0;2158;0
On Brasilia;2021/02;0;0;4438;4438;0;0
STUDIO TELMA MENEZES Studio 2;2021/02;0;0;10381;0;0;9892
Crossfit High Pulse - Paranaguá;2021/02;0;0;5722;5527;0;0
sparta cross;2021/02;0;0;3960;;;0
CrossFit Friburgo;2021/02;0;0;20744;10893;1810;30667
INOVE ACADEMIA;2021/02;0;0;5983;326;0;1219
Lucas Silva Personal Trainer e Coach de emagrecimento;2021/02;0;0;945;0;0;0
CROSSFIT BLACK HOUSE;2021/02;0;0;43237;5947;35478;802
Box Aeroporto - Marília;2021/02;0;0;4141;1979;1915;0
CrossFit RedCore;2021/02;0;0;8658;2344;4672;8375
UPLAY FITNESS - MARINGÁ;2021/02;0;0;60776;13313;44060;49546
Gabriel Graciani;2021/02;0;0;0;0;0;0
Mutação Crossfit;2021/02;0;0;15124;6960;3069;11700
Taurus Box;2021/02;0;0;6904;1794;4277;4500
Crossfute;2021/02;0;0;17254;16508;0;0
STUDIO 1;2021/02;0;0;1665;0;0;0
Vassalos CrossFit;2021/02;0;0;9291;3241;5037;0
Polar Fit Club;2021/02;0;0;12389;2857;7092;13625
X-RUN Team;2021/02;0;0;2940;0;0;2011
Arena Sparta;2021/02;0;0;1633;0;0;0
CrossFit Pinheiros;2021/02;0;0;13228;1041;11087;0
Parque 7788 CrossFit;2021/02;0;0;8127;6114;0;0
CrossFit Vivá;2021/02;0;0;6833;3128;0;1700
Academia Aperfeisuando;2021/02;0;0;3556;729;0;2185
Zaganelli jiu-jitsu Vitoria -ES;2021/02;0;0;1800;0;0;0
Crossfit High Pulse - Irati;2021/02;0;0;2827;2652;0;0
CrossFit Kruger;2021/02;0;0;10650;1481;8497;21508
CT Malvadeza;2021/02;0;0;1494;;;0
CrossFit Brusque;2021/02;0;0;32556;29720;0;0
Crossfit Piracicaba;2021/02;0;0;36856;33933;0;1658
CROSSFIT BUTANTA;2021/02;0;0;18275;0;14233;0
LIQUID ONE;2021/02;0;0;4432;0;4200;0
CrossFit GU Gama;2021/02;0;0;16377;14042;501;0
LACQUA;2021/02;0;0;10510;0;0;0
META TREINE;2021/02;0;0;2810;0;0;0
Cia Fit;2021/02;0;0;12375;9151;0;0
Crossfit Bars N Rings;2021/02;0;0;11175;296;9790;17356
Allinea Pilates;2021/02;0;0;5275;0;0;1484
Champion Training;2021/02;0;0;0;;;0
Stone fit centro de treinamento;2021/02;0;0;650;0;0;0
CF Betterlife;2021/02;0;0;3917;1544;863;0
UBKN FITNESS;2021/02;0;0;170;0;0;0
Espaço Vibre;2021/02;0;0;29235;2682;0;85780
CrossFit Gade;2021/02;0;0;800;0;144;0
Rústica;2021/02;0;0;5302;859;2693;13079
Ct Energia Thai Leonardo Team;2021/02;0;0;250;0;0;0
CH TRAINING BOX;2021/02;0;0;2074;0;0;3705
Life+ Cross Training;2021/02;0;0;1376;0;0;0
CT VIKINGS BOX 01;2021/02;0;0;1422;0;0;0
3050 CrossFit;2021/02;0;0;46776;6764;38472;0
Vida Ativa Oficina de Saúde;2021/02;0;0;5060;2680;1503;0
RITMEI CAMBUI;2021/02;0;0;22815;6879;14016;12858
Empire Training;2021/02;0;0;2010;0;0;0
RTF Studio;2021/02;0;0;430;0;0;3238
HM PERSONAL STUDIO;2021/02;0;0;1821;446;616;2056
Funcional Academia Personalizada;2021/02;0;0;1906;1398;0;11889
4ALL Gym & Wellness;2021/02;0;0;16626;8047;7639;100
Crossfit Pumawari;2021/02;0;0;4045;4045;0;0
Olímpia Fitness;2021/02;0;0;20578;0;19795;1528
IAR CROSS TRAINING;2021/02;0;0;2143;708;1286;0
BOX Full Energy - Treinamento Funcional e Nutrição;2021/02;0;0;1159;1159;0;0
Dojo Fight;2021/02;0;0;11826;465;0;2000
Bôtos GYM - Piúma;2021/02;0;0;18097;2550;10470;17648
CrossFit 567 - Campeche;2021/02;0;0;20106;17288;832;0
Bini Sports & Escola Coxa;2021/02;0;0;870;209;571;0
CFJF2;2021/02;0;0;11967;7499;0;8594
DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;2021/02;0;0;4520;3489;0;8350
K2 Trindade;2021/02;0;0;7926;0;7607;10469
Fullife Treinamento Físico Personalizado;2021/02;0;0;3630;;;0
Brave Community Fitness;2021/02;0;0;19324;16664;0;400
TUDORS CROSSFIT E LANCHONETE LTDA;2021/02;0;0;42408;4827;29918;52795
Studio Cross- Unidade 02;2021/02;0;0;557;557;0;0
Santa Fé Team;2021/02;0;0;10556;3285;6272;10237
Morada Fitness;2021/02;0;0;753;753;0;0
Academia Body Fit - Unidade 3;2021/02;0;0;7078;3971;149;0
Cross Nutrition Box PedroMoro;2021/02;0;0;354;0;194;0
CrossFit Blessed;2021/02;0;0;11413;2935;6864;0
Vigor Trainer;2021/02;0;0;492;151;0;0
FITNESS CARE - BEM ESTAR;2021/02;0;0;299;0;0;0
CrossFit Equifavela;2021/02;0;0;16792;3750;10475;11016
crossfit agreste;2021/02;0;0;13037;1069;11085;0
Iron Cross;2021/02;0;0;12584;0;9527;160
Crossfit Campo Belo;2021/02;0;0;27846;16788;9454;0
CROSSFIT UBERABA;2021/02;0;0;24175;9842;8071;6950
ACADEMIA LIDER DE ARTES;2021/02;0;0;24824;16831;0;420
Academia Total Gym;2021/02;0;0;4097;360;0;0
Ana Elena Pole Dance;2021/02;0;0;1087;412;134;2262
villarinho treinamentos esportivos ltda;2021/02;0;0;7845;0;805;3948
CrossFit 035;2021/02;0;0;12033;3543;5063;1385
CrossFit Saquarema;2021/02;0;0;2795;0;1440;0
Studio Edu Castor - Treinamento Funcional Personalizado;2021/02;0;0;115;0;0;8536
Base Natal;2021/02;0;0;10561;5098;0;9470
SuperForce Cristo;2021/02;0;0;43503;11780;29874;62472
Pole House Studio;2021/02;0;0;4437;719;0;0
MARCOS MAGGIO;2021/02;0;0;447;0;0;0
CrossFit Bel01;2021/02;0;0;1136;0;1136;5050
Top Pilates;2021/02;0;0;15840;11500;0;8735
Crossfit Santarena;2021/02;0;0;10646;3855;4217;0
4024;2021/02;0;0;0;;;
08 PHD SPORTS - FAZENDINHA 4025;2021/02;0;0;19876;1171;17747;23457
Companhia do Corpo Academia;2021/02;0;0;50186;23506;23226;13002
Box Arena;2021/02;0;0;11886;3698;4763;8922
UNIKA CROSSFIT;2021/02;0;0;3971;0;0;0
Crossfit Itajuba;2021/02;0;0;8328;4964;1650;11669
Exclusive Compact Gym;2021/02;0;0;0;;;
A1 BOX;2021/02;0;0;1376;0;1276;0
CROSS TRAINING CORPUS;2021/02;0;0;8461;155;5750;0
5143 CrossFit;2021/02;0;0;1166;0;144;0
Crossfit VOLT;2021/02;0;0;5228;3583;0;0
Zaki Crossfit;2021/02;0;0;668;0;0;0
MOVFISIO SAÚDE INTEGRATIVA;2021/02;0;0;10991;10004;0;8058
SUPERFORCE CROSSFIT TRES FIGUEIRAS;2021/02;0;0;26666;10038;12985;31803
Wol Pilates Lago Norte;2021/02;0;0;23717;2023;20972;0
Just Life Clinica de Atividade Física;2021/02;0;0;4876;2502;0;0
TOP WOD;2021/02;0;0;0;;;0
ACADEMIA IN CORPORE;2021/02;0;0;13758;7098;5154;62
Fit and SPA by Shishindo;2021/02;0;0;1603;1176;0;380
OZ Jiu Jitsu;2021/02;0;0;2022;0;2022;1591
Capital do Remo;2021/02;0;0;16550;13021;2465;29129
Cross Pato;2021/02;0;0;14507;4520;8815;1172
VERITAS CORPO E MENTE;2021/02;0;0;1050;0;0;0
CrossFit Perdizes;2021/02;0;0;10573;0;3621;0
Hangar 193 CrossFit;2021/02;0;0;64753;62459;0;0
Panzeri Fitness;2021/02;0;0;0;;;0
Cross Nutrition Jundiaí;2021/02;0;0;8904;127;7019;0
HT Funcional;2021/02;0;0;4344;1198;1980;3676
Balance Academia de Dança e Luta;2021/02;0;0;6317;0;5454;10303
Estúdio de Dança DBM;2021/02;0;0;7235;2563;3098;0
Living for CrossFit;2021/02;0;0;14377;12893;0;0
Cia da Água;2021/02;0;0;7927;474;0;5248
30 PHD SPORTS - Picheth;2021/02;0;0;9608;2805;4449;1210
D45 Fitness;2021/02;0;0;5729;0;5729;6243
Telmo Nascimento Jiu Jitsu;2021/02;0;0;0;0;0;0
Studio Marcel Duarte;2021/02;0;0;0;;;0
Connect - Maringá;2021/02;0;0;29433;19974;8248;33263
Lajaica Centro de Treinamento;2021/02;0;0;15000;1784;12723;0
PILATES HOUSE;2021/02;0;0;0;0;0;0
12 PHD SPORTS - XAXIM 4337;2021/02;0;0;55463;4490;46599;54904
Bôto's Gym Iconha;2021/02;0;0;8394;77;1463;8239
Bôto's Gym Anchieta;2021/02;0;0;10518;1879;6957;19661
CAVALEIROS CROSSFIT;2021/02;0;0;21544;6308;9352;2619
estacao fitnes;2021/02;0;0;4115;0;0;0
Cave Wolf Box;2021/02;0;0;4290;0;0;0
OUROFIT;2021/02;0;0;6223;4654;0;0
Village BT;2021/02;0;0;13992;6657;5498;17355
Crossfit Kahuna;2021/02;0;0;34980;12607;20880;0
Studio Cross 7 Assessoria Esportiva;2021/02;0;0;0;0;0;0
AK One Fitness;2021/02;0;0;6419;2517;3793;0
Studio Fitclass Personal Trainer;2021/02;0;0;0;0;0;0
Taboão da Serra Crossfit/Gracie Barra Jiu Jitsu;2021/02;0;0;9974;7202;0;0
Goatbox Cross Training;2021/02;0;0;7634;1580;5140;0
The Fit Box;2021/02;0;0;1815;;;0
Box 675;2021/02;0;0;1158;;;74
Life cross training Campina Grande do Sul;2021/02;0;0;10027;7901;0;0
CROSSFIT BLUMENAU;2021/02;0;0;6615;0;0;0
Box 28;2021/02;0;0;10761;462;9675;5472
SAUT;2021/02;0;0;27700;4611;21005;9851
Killer Bees Cabral;2021/02;0;0;7727;6656;0;0
Crossfit MUV;2021/02;0;0;32020;28529;0;45960
Amaral Natação;2021/02;0;0;70006;10908;0;0
ACADEMIA NEW FIT;2021/02;0;0;7860;6260;0;100
Academia Invictus;2021/02;0;0;4680;3443;0;1927
CF Caves;2021/02;0;0;5589;0;3633;0
ACADEMIA GRAN FIT;2021/02;0;0;21275;15023;0;0
Leo Chamma Treinamento Personalizado;2021/02;0;0;11381;8640;1441;0
Klippel Fitness;2021/02;0;0;4750;0;786;4250
Studio FitsYou Academia LTDA ME;2021/02;0;0;4956;1097;3078;10996
FLOW TFI - TREINAMENTO FÍSICO INTEGRADO;2021/02;0;0;15269;332;5546;25890
BOX Orange;2021/02;0;0;2688;209;0;0
Fitlife academia;2021/02;0;0;27135;4604;21755;358
Academia Endorfit;2021/02;0;0;15600;11627;0;1269
Academia Best Shape;2021/02;0;0;3546;738;1845;6444
FT TAGUATINGA;2021/02;0;0;9704;0;6581;832
Pa-Kua São Leopoldo;2021/02;0;0;461;0;332;0
Agility Treinamento Físico;2021/02;0;0;1250;0;0;3713
Crossfit Chivunk;2021/02;0;0;11788;7227;2887;18672
EVOLUÇÃO THAI;2021/02;0;0;2974;;;0
Gfteam Vitoria;2021/02;0;0;0;0;0;0
Pole Voe Arte e Cultura;2021/02;0;0;1800;0;1800;0
Cross Araraquara;2021/02;0;0;16651;2598;12758;0
Rodrigo de Souza Magno Academia ME;2021/02;0;0;7220;0;0;790
23 PHD SPORTS - TINGUI 4630;2021/02;0;0;20631;3664;15910;18393
Andre Hauer - Personal Trainer;2021/02;0;0;3934;0;1780;0
MD Treinamento Funcional;2021/02;0;0;843;0;0;0
CrossFit Taura;2021/02;0;0;21959;8052;6350;0
Cluster - Jardim Mirante;2021/02;0;0;5434;0;3807;0
Baby Gym Zona Sul Poa;2021/02;0;0;1670;0;0;0
CrossFit Arzo One;2021/02;0;0;4012;;;0
Ativus;2021/02;0;0;4777;0;3815;0
Centro de Treinamento Luis Oliveira;2021/02;0;0;6280;2468;3379;6186
Crossfit Itaperuna;2021/02;0;0;5092;365;0;2231
ACADEMIA FITNESS CLUB;2021/02;0;0;43022;29994;6237;44714
Arena Funcional;2021/02;0;0;16756;13863;0;0
Dinamus Gym;2021/02;0;0;3550;1533;931;0
RM Treinamento Fisico Funcional;2021/02;0;0;2670;0;0;0
Studio Budokan;2021/02;0;0;5335;0;2855;190
Pa-Kua Santa Maria;2021/02;0;0;1269;167;963;0
Trinus CrossFit;2021/02;0;0;25238;5290;19091;30625
DRYFIT ACADEMIA;2021/02;0;0;27541;17601;4550;26235
Estúdio Ana Carolina;2021/02;0;0;0;;;1200
Swag Complex;2021/02;0;0;1407;1058;0;0
Personal 4U Studio;2021/02;0;0;17037;1685;13403;24368
Studio Movicorpus;2021/02;0;0;7637;333;4679;4342
BOX POSEIDON;2021/02;0;0;2405;0;0;5129
Unidade 1 - Studio de Personal;2021/02;0;0;6693;6536;0;0
Academia Horizon;2021/02;0;0;96648;79479;9106;0
Cross Lion’s fire;2021/02;0;0;3741;0;0;0
CROSSFIT Maringa 3 | Imperial;2021/02;0;0;7747;1089;5834;727
25 PHD SPORTS - PIRAQUARA 4782;2021/02;0;0;14377;903;12818;16167
CrossFit UN5522;2021/02;0;0;7932;893;3200;5335
Serrinha Cross;2021/02;0;0;9265;3199;3649;42
Studio Fun Training Leblon;2021/02;0;0;6270;0;6270;0
Crossfit SFT;2021/02;0;0;480;0;0;0
Garça Academia;2021/02;0;0;0;0;0;0
Crossfit Moutonnée;2021/02;0;0;5769;1542;2126;6099
STUDIO CROSS 6;2021/02;0;0;9301;3340;5794;0
RONALDO GERMANO - TREINO FUNCIONAL E PERFORMANCE;2021/02;0;0;10296;9348;0;0
Box Base 9;2021/02;0;0;13971;0;13458;0
Cross Iron Box;2021/02;0;0;12930;715;11751;0
Secret Pole Studio;2021/02;0;0;4591;0;3071;0
Academia m10;2021/02;0;0;15747;12787;0;0
4849;2021/02;0;0;0;;;
Performance Studio de Personal Trainer;2021/02;0;0;400;0;0;1010
OSP Pocket;2021/02;0;0;8153;0;8153;742
Diego Damas Personal;2021/02;0;0;0;0;0;0
Baby Gym Unidade Tijuca;2021/02;0;0;0;0;0;5500
Espaço movimento Academia fitness;2021/02;0;0;57838;45635;5608;13797
RED STORM CROSSFIT;2021/02;0;0;35262;7012;26280;27316
ACADEMIA MACIEL;2021/02;0;0;18987;13327;0;0
Studio Showa Pilates Funcional;2021/02;0;0;3450;2838;0;0
Seven Cares Treinamento Personalizado LTDA;2021/02;0;0;21137;16778;2394;0
35+ Coaching de Bem Estar;2021/02;0;0;28645;3755;24742;0
Alcateia Fight Team;2021/02;0;0;2055;0;1560;0
CrossFit Tatuapé;2021/02;0;0;6345;0;6146;0
Raquel Fior Treinamento Personalizado;2021/02;0;0;6890;3490;0;0
DBox Academia;2021/02;0;0;10895;2384;8060;0
Box Skull;2021/02;0;0;1943;13;0;0
Academia Versatil - Colombo;2021/02;0;0;19563;9843;5734;22
Metamorfose;2021/02;0;0;7973;3898;0;10705
CROSS NUTRITION BOX;2021/02;0;0;4585;1762;1721;0
Moovbox Sports Center;2021/02;0;0;53900;28506;22222;31152
Academia America Fitness;2021/02;0;0;9645;6341;0;137
MT Cross Training;2021/02;0;0;2917;0;2917;0
Studio Power;2021/02;0;0;10002;1083;7977;0
CrossFit Ouro Branco;2021/02;0;0;8159;1080;3936;0
GET UP - Treinamento Físico Funcional;2021/02;0;0;7510;0;0;0
Centaurus Crossfit;2021/02;0;0;20829;3051;15724;33020
CT MOWIUS;2021/02;0;0;8328;595;6723;0
CT Matias Fight;2021/02;0;0;4634;77;4342;1896
Crossfit Implacável Vila da Penha;2021/02;0;0;2650;0;1823;0
CrossFit On - Araruama;2021/02;0;0;8961;1483;4445;22149
CF Ultimate Pirates;2021/02;0;0;4390;2925;0;0
5065;2021/02;0;0;0;;;
R21 Treinamento Funcional;2021/02;0;0;5551;0;2871;5375
Escola de FuteVolei de Macaé;2021/02;0;0;647;0;0;109
Gibi Academia;2021/02;0;0;9539;5489;0;4863
CT Rancho Fitness;2021/02;0;0;1724;0;1724;0
ACADEMIA BIOFITT;2021/02;0;0;21642;20010;0;0
Box021;2021/02;0;0;5082;1699;0;0
Studio818;2021/02;0;0;870;870;0;5142
Cross Life Guarulhos;2021/02;0;0;3340;1939;0;0
FFCT;2021/02;0;0;14497;2230;10031;7456
CrossFit Volans;2021/02;0;0;20509;6137;12954;0
Studio Barbara Cruvinel;2021/02;0;0;0;0;0;0
ESTUPIN;2021/02;0;0;93;0;0;6145
Cross Nutrition Box São Pedro;2021/02;0;0;1952;0;1697;0
Original Team Co.;2021/02;0;0;1460;;;2520
Aqua Fit;2021/02;0;0;8439;2368;0;0
P011 LAPA;2021/02;0;0;52691;8612;41718;60151
Black Falcon;2021/02;0;0;7921;7302;0;6046
CrossFit Rutilo;2021/02;0;0;11235;373;10410;8487
Delta Cross Funcional;2021/02;0;0;4683;873;3349;537
Academia de Dança Alfa e Ômega;2021/02;0;0;472;0;0;3484
PARCÃO ACADEMIA;2021/02;0;0;25278;21616;0;289
West Box;2021/02;0;0;150;0;0;0
STUDIO KELLI MULLER POLE DANCE;2021/02;0;0;6991;6346;0;0
Instituto da Dança;2021/02;0;0;1572;1208;0;0
Movimento Base Studio;2021/02;0;0;840;0;614;0
Body Health;2021/02;0;0;27510;16357;3206;56984
IRON BRUTUS CONSULTORIA ESPORTIVA;2021/02;0;0;900;0;0;0
Zaico;2021/02;0;0;449;449;0;0
Workout Factory Box01 - Capitais;2021/02;0;0;13121;309;12012;0
Linear Fitness;2021/02;0;0;3039;0;1204;0
Espaco Vip Studio Personal;2021/02;0;0;21261;14120;0;0
Sairu Fitness;2021/02;0;0;4133;0;0;1779
Atrium;2021/02;0;0;6858;1388;3399;0
Paula Garcia Personal;2021/02;0;0;13778;0;888;0
Studioq Pilates e Training;2021/02;0;0;17180;16346;0;241
CrossFriends;2021/02;0;0;13752;3435;1169;17838
PATRIOTAS PERFORMANCE TRAINING;2021/02;0;0;2856;1739;0;0
Box Zero12;2021/02;0;0;5309;5309;0;0
Espaço Ganesh Yoga e Meditação;2021/02;0;0;7949;6665;0;0
ACADEMIA MEDLEY;2021/02;0;0;11675;10076;0;765
CROSS POWER;2021/02;0;0;3419;0;0;0
CROSS MILES;2021/02;0;0;20154;4538;11412;0
FITRE;2021/02;0;0;2755;0;0;15671
Cross Max;2021/02;0;0;3948;594;3353;0
CF TRAINER;2021/02;0;0;1495;;;0
CrossFit High Pulse - Ponta Grossa;2021/02;0;0;18542;0;17642;0
MARIFIT TREINAMENTO PERSONALIZADO;2021/02;0;0;475;0;0;0
STRONGHOUSE - Força e condicionamento;2021/02;0;0;8529;7557;0;0
FitsFort;2021/02;0;0;1962;0;0;266
CrossFit Londrina;2021/02;0;0;1358;175;0;0
ARGO PERSONAL GYM;2021/02;0;0;9720;5377;0;26320
CrossFit Vento Norte;2021/02;0;0;5872;0;0;0
Bootcamp City;2021/02;0;0;9231;731;8302;0
Vibe Fit;2021/02;0;0;14560;6933;4870;24729
Academia Xandu;2021/02;0;0;8855;6580;0;0
KVRAGYM;2021/02;0;0;8757;7305;0;0
High Pulse - Cascavel;2021/02;0;0;4016;845;1729;21685
THE BASEMENT;2021/02;0;0;16546;3570;12496;0
Army Crossfit CLF;2021/02;0;0;78697;71678;0;0
BLACK BROTHERS MMA SCHOOL;2021/02;0;0;2012;0;0;0
Maddock CrossFit;2021/02;0;0;14583;13944;0;1604
Academia New Form;2021/02;0;0;32605;25630;0;2416
CrossFit Teina;2021/02;0;0;30497;18587;0;0
Formula Fit;2021/02;0;0;2065;0;0;87
Academia SuperAção - Santa Felicidade;2021/02;0;0;62440;50096;6979;191
Move Gym Curuçá;2021/02;0;0;7459;3136;4016;0
Escola de Dança DDance;2021/02;0;0;3879;105;3144;0
CrossFit 889;2021/02;0;0;13677;9909;0;9313
KAFÉ CROSS TRAINING;2021/02;0;0;120;0;0;0
Academia Saúde & Fitness;2021/02;0;0;10126;3757;5379;0
HB Sports;2021/02;0;0;28880;24745;381;9356
CPBR;2021/02;0;0;1070;0;0;0
CrossFit Rudge Ramos;2021/02;0;0;22483;8223;10423;23388
ARENA GP;2021/02;0;0;16473;2750;10714;14576
ARENA CROSS - Cross Trainning;2021/02;0;0;2244;1469;0;0
FER FITNESS CENTER;2021/02;0;0;9367;4815;0;6342
TcPILATES PERDIZES;2021/02;0;0;22765;20305;0;91157
Crossfit KM;2021/02;0;0;20856;7623;10461;0
CROSS BY SCARELLI;2021/02;0;0;1726;217;0;0
Ayran Pilates;2021/02;0;0;12467;0;12157;0
Box Beltrão;2021/02;0;0;9398;1614;7283;0
Lusty Pole Dance;2021/02;0;0;7243;0;6906;1778
One - Exercise and Health;2021/02;0;0;2203;1003;0;1766
