"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP" 
"6430";"Trusts, fundos e entidades financeiras semelhantes";"Trusts, funds and similar financial entities";"Trusts, fundos e entidades financeiras semelhantes";"643";"Trusts, fundos e entidades financeiras semelhantes";"Trusts, funds and similar financial entities";"Trusts, fundos e entidades financeiras semelhantes";"64";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"Financial service activities, except insurance and pension funding";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7020";"Consultoria de gestão";"Management consultancy activities";"Consultoria de gestão";"702";"Consultoria de gestão";"Management consultancy activities";"Consultoria de gestão";"70";"Atividades de matrizes; atividades de consultoria em gestão";"Activities of head offices; management consultancy activities";"Atividades de matrizes; atividades de consultoria em gestão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8730";"Actividades de cuidados residenciais para idosos e deficientes";"Residential care activities for the elderly and disabled";"Actividades de cuidados residenciais para idosos e deficientes";"873";"Atividades de cuidados residenciais para idosos e deficientes";"Residential care activities for the elderly and disabled";"Atividades de cuidados residenciais para idosos e deficientes";"87";"Atividades de cuidados residenciais";"Residential care activities";"Atividades de cuidados residenciais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8790";"Outras atividades de assistência residencial";"Other residential care activities";"Outras atividades de assistência residencial";"879";"Outras atividades de assistência residencial";"Other residential care activities";"Outras atividades de assistência residencial";"87";"Atividades de cuidados residenciais";"Residential care activities";"Atividades de cuidados residenciais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5320";"Atividades de correio";"Courier activities";"Atividades de correio";"532";"Atividades de correio";"Courier activities";"Atividades de correio";"53";"Atividades postais e de courier";"Postal and courier activities";"Atividades postais e de courier";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2399";"Fabricação de outros produtos minerais não metálicos n.c";"Manufacture of other non-metallic mineral products n.e.c.";"Fabricação de outros produtos minerais não metálicos n.c";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2396";"Corte, moldagem e acabamento de pedra";"Cutting, shaping and finishing of stone";"Corte, moldagem e acabamento de pedra";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2395";"Fabricação de artigos de concreto, cimento e gesso";"Manufacture of articles of concrete, cement and plaster";"Fabricação de artigos de concreto, cimento e gesso";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2394";"Fabricação de cimento, cal e gesso";"Manufacture of cement, lime and plaster";"Fabricação de cimento, cal e gesso";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2393";"Fabricação de outros produtos de porcelana e cerâmica";"Manufacture of other porcelain and ceramic products";"Fabricação de outros produtos de porcelana e cerâmica";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2392";"Fabricação de materiais de construção de argila";"Manufacture of clay building materials";"Fabricação de materiais de construção de argila";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2391";"Fabricação de produtos refratários";"Manufacture of refractory products";"Fabricação de produtos refratários";"239";"Fabricação de produtos minerais não metálicos n.c";"Manufacture of non-metallic mineral products n.e.c.";"Fabricação de produtos minerais não metálicos n.c";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3812";"Coleta de resíduos perigosos";"Collection of hazardous waste";"Coleta de resíduos perigosos";"381";"Coleta de resíduos";"Waste collection";"Coleta de resíduos";"38";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"Waste collection, treatment and disposal activities; materials recovery";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"3811";"Coleta de resíduos não perigosos";"Collection of non-hazardous waste";"Coleta de resíduos não perigosos";"381";"Coleta de resíduos";"Waste collection";"Coleta de resíduos";"38";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"Waste collection, treatment and disposal activities; materials recovery";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"1030";"Processamento e conservação de frutas e legumes";"Processing and preserving of fruit and vegetables";"Processamento e conservação de frutas e legumes";"103";"Processamento e conservação de frutas e legumes";"Processing and preserving of fruit and vegetables";"Processamento e conservação de frutas e legumes";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1050";"Fabricação de produtos lácteos";"Manufacture of dairy products";"Fabricação de produtos lácteos";"105";"Fabricação de produtos lácteos";"Manufacture of dairy products";"Fabricação de produtos lácteos";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1080";"Fabricação de alimentos para animais";"Manufacture of prepared animal feeds";"Fabricação de alimentos para animais";"108";"Fabrico de alimentos para animais preparados";"Manufacture of prepared animal feeds";"Fabrico de alimentos para animais preparados";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"9512";"Reparação de equipamentos de comunicação";"Repair of communication equipment";"Reparação de equipamentos de comunicação";"951";"Reparação de computadores e equipamentos de comunicação";"Repair of computers and communication equipment";"Reparação de computadores e equipamentos de comunicação";"95";"Reparação de computadores e bens de uso pessoal e doméstico";"Repair of computers and personal and household goods";"Reparação de computadores e bens de uso pessoal e doméstico";"D";"Outros Produtos";"Other products";"Outros Produtos"
